id,age,gender,sign
2203,26,male,sagittarius
2204,21,female,scorpio
2205,21,male,aries
2206,38,male,sagittarius
2207,37,female,libra
2208,56,male,taurus
2209,57,male,gemini
2210,54,female,virgo
2211,58,female,gemini
2212,34,nb,leo
2213,32,female,aries
2214,19,male,cancer
2215,18,male,scorpio
2216,49,female,scorpio
2217,48,male,leo
2218,36,male,cancer
2219,37,male,libra
2220,45,female,capricorn
2221,45,male,cancer
2222,32,female,scorpio
2223,31,male,virgo
2224,24,nb,sagittarius
2225,25,male,leo
2226,52,nb,virgo
2227,56,female,aquarius
2228,49,male,virgo
2229,48,nb,aquarius
2230,26,female,libra
2231,25,male,taurus
2232,38,female,pisces
2233,38,female,virgo
2234,24,male,aquarius
2235,25,female,libra
2236,33,female,pisces
2237,33,female,aries
2238,51,nb,taurus
2239,49,nb,aries
2240,59,female,aries
2241,59,male,leo
2242,45,female,sagittarius
2243,42,male,pisces
2244,54,nb,sagittarius
2245,55,female,gemini
2246,31,nb,capricorn
2247,28,male,libra
2248,22,male,gemini
2249,20,male,virgo
2250,37,male,capricorn
2251,37,male,cancer
2252,37,male,leo
2253,34,female,pisces
2254,51,female,taurus
2255,47,male,scorpio
2256,58,nb,taurus
2257,55,male,scorpio
2258,49,nb,virgo
2259,49,male,sagittarius
2260,49,female,aquarius
2261,49,female,cancer
2262,40,male,libra
2263,38,male,pisces
2264,52,female,aries
2265,52,female,aquarius
2266,18,female,taurus
2267,19,male,taurus
2268,27,female,capricorn
2269,29,male,aries
2270,33,female,aquarius
2271,35,male,pisces
2272,22,nb,capricorn
2273,20,male,gemini
2274,44,female,libra
2275,41,female,sagittarius
2276,36,male,gemini
2277,38,male,leo
2278,45,male,virgo
2279,45,male,scorpio
2280,23,male,aries
2281,22,nb,sagittarius
2282,37,female,pisces
2283,38,male,aries
2284,49,female,gemini
2285,47,male,gemini
2286,56,female,capricorn
2287,57,nb,aries
2288,30,male,aquarius
2289,33,female,cancer
2290,42,male,aquarius
2291,41,female,capricorn
2292,51,male,scorpio
2293,55,male,taurus
2294,22,female,taurus
2295,22,female,gemini
2296,53,male,aries
2297,51,female,leo
2298,38,male,gemini
2299,37,male,libra
2300,38,male,aquarius
2301,36,male,libra
2302,48,male,pisces
2303,48,female,sagittarius
2304,31,male,scorpio
2305,31,male,virgo
2306,46,male,pisces
2307,49,male,cancer
2308,41,female,capricorn
2309,41,female,sagittarius
2310,19,male,virgo
2311,20,male,taurus
2312,57,female,pisces
2313,57,male,gemini
2314,28,male,sagittarius
2315,29,male,leo
2316,40,female,aquarius
2317,40,female,scorpio
2318,27,male,pisces
2319,26,female,aquarius
2320,42,male,virgo
2321,41,female,gemini
2322,30,female,scorpio
2323,32,female,capricorn
2324,38,nb,scorpio
2325,38,male,scorpio
2326,40,female,gemini
2327,40,female,virgo
2328,45,male,capricorn
2329,45,female,aries
2330,36,male,cancer
2331,36,female,sagittarius
2332,59,female,aquarius
2333,61,male,sagittarius
2334,50,nb,capricorn
2335,50,male,libra
2336,37,male,aries
2337,37,female,aries
2338,57,male,aries
2339,57,female,cancer
2340,59,nb,leo
2341,59,male,sagittarius
2342,58,nb,virgo
2343,57,female,aries
2344,28,female,capricorn
2345,29,nb,aries
2346,24,male,leo
2347,25,female,taurus
2348,35,male,gemini
2349,35,female,pisces
2350,21,female,leo
2351,21,nb,aquarius
2352,58,male,pisces
2353,60,male,gemini
2354,52,female,aries
2355,54,female,aries
2356,51,male,capricorn
2357,51,female,capricorn
2358,36,male,sagittarius
2359,35,female,virgo
2360,27,female,cancer
2361,25,male,pisces
2362,57,female,aquarius
2363,59,female,leo
2364,53,nb,aries
2365,51,male,cancer
2366,45,male,scorpio
2367,45,male,virgo
2368,46,female,aries
2369,45,female,gemini
2370,30,female,libra
2371,31,female,aries
2372,55,female,aquarius
2373,58,male,leo
2374,22,female,cancer
2375,24,male,sagittarius
2376,51,nb,virgo
2377,50,male,aries
2378,55,male,gemini
2379,55,male,libra
2380,48,female,libra
2381,51,male,sagittarius
2382,51,male,leo
2383,51,female,libra
2384,41,female,libra
2385,41,male,taurus
2386,49,female,virgo
2387,52,female,pisces
2388,32,female,scorpio
2389,32,female,libra
2390,54,male,pisces
2391,54,nb,gemini
2392,32,female,pisces
2393,29,male,sagittarius
2394,37,nb,aquarius
2395,34,male,libra
2396,29,female,cancer
2397,29,male,libra
2398,48,male,aries
2399,44,male,virgo
2400,19,nb,capricorn
2401,18,female,scorpio
2402,57,female,sagittarius
2403,56,female,cancer
2404,37,male,sagittarius
2405,38,female,leo
2406,46,female,capricorn
2407,44,female,libra
2408,47,female,sagittarius
2409,45,female,libra
2410,46,male,cancer
2411,45,male,cancer
2412,56,male,pisces
2413,57,male,libra
2414,51,male,scorpio
2415,51,male,gemini
2416,32,male,sagittarius
2417,33,male,pisces
2418,54,female,libra
2419,54,nb,libra
2420,18,male,cancer
2421,18,male,libra
2422,40,nb,scorpio
2423,37,male,gemini
2424,44,female,aries
2425,42,female,virgo
2426,44,male,virgo
2427,44,male,libra
2428,48,female,scorpio
2429,47,female,capricorn
2430,39,nb,scorpio
2431,39,male,scorpio
2432,23,female,aries
2433,22,female,aquarius
2434,19,female,capricorn
2435,23,male,aquarius
2436,32,female,gemini
2437,28,male,aries
2438,29,male,cancer
2439,27,male,gemini
2440,55,nb,scorpio
2441,52,female,libra
2442,23,female,aries
2443,23,male,cancer
2444,38,male,virgo
2445,38,male,aquarius
2446,55,male,aries
2447,55,male,taurus
2448,29,male,libra
2449,30,male,taurus
2450,58,female,taurus
2451,59,male,capricorn
2452,39,female,pisces
2453,40,female,aquarius
2454,40,male,aries
2455,41,male,cancer
2456,21,female,cancer
2457,21,female,pisces
2458,37,male,aries
2459,37,male,sagittarius
2460,37,female,gemini
2461,38,female,leo
2462,23,male,virgo
2463,24,female,taurus
2464,21,female,sagittarius
2465,21,male,virgo
2466,27,male,pisces
2467,26,male,cancer
2468,51,female,virgo
2469,51,male,gemini
2470,22,female,leo
2471,19,female,aries
2472,46,male,pisces
2473,46,female,libra
2474,53,female,aquarius
2475,53,male,aries
2476,46,female,aries
2477,46,female,taurus
2478,19,female,scorpio
2479,20,female,capricorn
2480,55,male,libra
2481,55,nb,leo
2482,47,female,sagittarius
2483,49,male,libra
2484,36,female,cancer
2485,38,male,taurus
2486,56,nb,pisces
2487,57,male,leo
2488,56,female,cancer
2489,56,male,aries
2490,19,female,aries
2491,20,female,capricorn
2492,19,female,gemini
2493,20,male,gemini
2494,56,male,libra
2495,56,male,pisces
2496,38,female,taurus
2497,38,female,cancer
2498,35,male,sagittarius
2499,35,female,taurus
2500,46,female,leo
2501,45,male,capricorn
2502,49,female,sagittarius
2503,51,male,taurus
2504,33,male,virgo
2505,31,female,cancer
2506,37,female,sagittarius
2507,36,nb,virgo
2508,30,male,cancer
2509,31,nb,capricorn
2510,44,female,pisces
2511,45,male,libra
2512,55,male,cancer
2513,55,male,aries
2514,48,female,leo
2515,49,female,libra
2516,26,male,taurus
2517,28,female,libra
2518,23,male,taurus
2519,24,female,scorpio
2520,50,female,virgo
2521,52,male,virgo
2522,57,male,sagittarius
2523,58,female,virgo
2524,51,female,sagittarius
2525,51,male,scorpio
2526,56,female,libra
2527,58,male,leo
2528,42,female,aries
2529,40,male,leo
2530,31,female,capricorn
2531,30,male,virgo
2532,20,female,cancer
2533,20,female,aquarius
2534,22,female,cancer
2535,22,male,scorpio
2536,49,female,libra
2537,47,male,libra
2538,40,female,aquarius
2539,41,male,aquarius
2540,57,male,pisces
2541,57,male,capricorn
2542,22,female,capricorn
2543,18,female,leo
2544,50,male,leo
2545,50,male,taurus
2546,33,male,taurus
2547,33,male,capricorn
2548,40,female,leo
2549,40,male,leo
2550,22,female,pisces
2551,23,male,taurus
2552,34,female,aquarius
2553,32,female,pisces
2554,38,female,capricorn
2555,38,male,aries
2556,24,male,virgo
2557,24,female,gemini
2558,18,female,gemini
2559,18,nb,sagittarius
2560,56,male,taurus
2561,53,female,leo
2562,24,female,gemini
2563,23,male,virgo
2564,29,male,leo
2565,29,female,capricorn
2566,37,male,leo
2567,37,nb,aries
2568,53,male,aries
2569,56,female,sagittarius
2570,37,male,aquarius
2571,35,male,scorpio
2572,28,female,sagittarius
2573,25,male,libra
2574,30,male,cancer
2575,30,male,libra
2576,36,male,leo
2577,36,male,sagittarius
2578,46,male,virgo
2579,47,male,aquarius
2580,52,male,gemini
2581,53,female,gemini
2582,41,female,scorpio
2583,40,male,leo
2584,32,male,aquarius
2585,33,male,aries
2586,39,female,cancer
2587,37,female,aries
2588,45,male,cancer
2589,43,male,scorpio
2590,24,female,aquarius
2591,24,male,leo
2592,57,female,sagittarius
2593,56,male,sagittarius
2594,28,female,virgo
2595,29,female,leo
2596,59,male,sagittarius
2597,61,nb,scorpio
2598,34,male,gemini
2599,31,female,capricorn
2600,46,male,sagittarius
2601,47,male,leo
2602,51,male,cancer
2603,51,female,virgo
2604,26,male,pisces
2605,23,female,leo
2606,31,female,taurus
2607,32,male,taurus
2608,18,female,cancer
2609,19,nb,gemini
2610,23,female,gemini
2611,23,female,leo
2612,49,female,libra
2613,47,male,libra
2614,59,male,sagittarius
2615,61,male,virgo
2616,48,nb,pisces
2617,48,female,capricorn
2618,34,female,virgo
2619,34,female,capricorn
2620,22,male,cancer
2621,22,female,aquarius
2622,58,female,gemini
2623,57,male,scorpio
2624,42,male,aquarius
2625,41,male,aquarius
2626,38,nb,taurus
2627,38,male,libra
2628,35,male,cancer
2629,37,female,aquarius
2630,53,male,libra
2631,55,male,aquarius
2632,54,female,libra
2633,52,male,leo
2634,56,female,pisces
2635,56,female,pisces
2636,36,male,virgo
2637,40,female,aries
2638,43,male,scorpio
2639,46,male,virgo
2640,48,female,sagittarius
2641,44,nb,aries
2642,58,nb,scorpio
2643,57,nb,sagittarius
2644,54,male,pisces
2645,53,male,gemini
2646,37,male,capricorn
2647,33,male,virgo
2648,26,nb,aries
2649,26,nb,libra
2650,44,male,taurus
2651,43,male,leo
2652,28,nb,aries
2653,26,female,taurus
2654,58,male,sagittarius
2655,59,male,capricorn
2656,53,male,capricorn
2657,55,male,capricorn
2658,58,male,sagittarius
2659,58,male,cancer
2660,33,male,sagittarius
2661,35,male,pisces
2662,49,female,scorpio
2663,49,nb,aquarius
2664,55,female,sagittarius
2665,54,female,aries
2666,48,female,aquarius
2667,46,male,sagittarius
2668,41,female,libra
2669,41,female,libra
2670,35,male,aquarius
2671,33,female,taurus
2672,45,female,scorpio
2673,46,nb,sagittarius
2674,20,male,libra
2675,20,female,capricorn
2676,50,male,aquarius
2677,51,female,leo
2678,22,female,scorpio
2679,21,male,scorpio
2680,49,female,leo
2681,49,male,aries
2682,20,female,libra
2683,21,male,taurus
2684,38,female,leo
2685,38,female,pisces
2686,57,female,capricorn
2687,57,male,sagittarius
2688,24,female,scorpio
2689,22,female,scorpio
2690,38,female,cancer
2691,38,nb,aquarius
2692,51,male,gemini
2693,48,male,leo
2694,32,female,libra
2695,33,male,gemini
2696,18,nb,pisces
2697,18,female,leo
2698,51,male,capricorn
2699,51,nb,taurus
2700,27,male,aquarius
2701,28,female,scorpio
2702,52,male,capricorn
2703,49,female,pisces
2704,58,female,libra
2705,57,female,gemini
2706,18,female,capricorn
2707,22,male,leo
2708,34,male,libra
2709,34,male,virgo
2710,46,female,scorpio
2711,50,female,taurus
2712,42,female,libra
2713,42,female,cancer
2714,55,male,aquarius
2715,55,male,taurus
2716,38,male,aquarius
2717,38,female,aries
2718,30,female,sagittarius
2719,31,female,cancer
2720,33,male,capricorn
2721,37,male,capricorn
2722,27,female,leo
2723,27,male,sagittarius
2724,26,female,sagittarius
2725,26,female,scorpio
2726,53,female,libra
2727,54,female,virgo
2728,46,male,gemini
2729,47,female,taurus
2730,32,female,aquarius
2731,35,female,scorpio
2732,23,nb,leo
2733,23,male,aquarius
2734,49,female,scorpio
2735,50,male,gemini
2736,26,female,virgo
2737,27,nb,aries
2738,59,male,aquarius
2739,60,female,taurus
2740,39,female,libra
2741,38,male,taurus
2742,21,nb,taurus
2743,18,female,cancer
2744,39,female,cancer
2745,39,male,cancer
2746,46,male,gemini
2747,44,female,cancer
2748,18,female,cancer
2749,19,female,scorpio
2750,46,male,aries
2751,47,female,aquarius
2752,58,female,scorpio
2753,61,male,scorpio
2754,56,male,capricorn
2755,57,female,libra
2756,39,male,aquarius
2757,38,male,aquarius
2758,53,female,libra
2759,54,male,aries
2760,25,male,cancer
2761,24,male,libra
2762,31,female,gemini
2763,31,male,virgo
2764,52,male,pisces
2765,49,female,taurus
2766,37,male,virgo
2767,40,female,sagittarius
2768,28,female,scorpio
2769,29,male,taurus
2770,18,male,libra
2771,18,nb,aries
2772,33,male,taurus
2773,34,female,capricorn
2774,19,female,gemini
2775,20,female,cancer
2776,50,male,gemini
2777,50,nb,libra
2778,44,male,taurus
2779,46,male,libra
2780,40,female,taurus
2781,40,male,virgo
2782,38,nb,aquarius
2783,39,female,aquarius
2784,53,male,aries
2785,54,female,pisces
2786,57,female,sagittarius
2787,59,male,leo
2788,31,nb,pisces
2789,33,male,pisces
2790,19,female,cancer
2791,18,female,capricorn
2792,20,male,taurus
2793,22,male,capricorn
2794,42,female,virgo
2795,44,female,cancer
2796,53,female,gemini
2797,53,male,aquarius
2798,48,female,cancer
2799,48,male,pisces
2800,58,female,virgo
2801,55,male,cancer
2802,50,female,taurus
2803,47,female,pisces
2804,40,male,capricorn
2805,41,male,scorpio
2806,32,male,taurus
2807,32,female,leo
2808,56,female,sagittarius
2809,54,female,aquarius
2810,58,female,leo
2811,59,female,sagittarius
2812,21,female,gemini
2813,21,female,libra
2814,20,male,cancer
2815,19,nb,capricorn
2816,48,male,cancer
2817,48,female,aries
2818,58,male,sagittarius
2819,58,male,taurus
2820,38,male,virgo
2821,38,female,sagittarius
2822,59,female,leo
2823,60,female,pisces
2824,36,female,pisces
2825,38,male,leo
2826,41,male,libra
2827,43,female,libra
2828,26,male,taurus
2829,29,male,libra
2830,20,male,sagittarius
2831,18,female,taurus
2832,27,female,pisces
2833,26,male,aquarius
2834,26,male,libra
2835,24,male,virgo
2836,51,female,cancer
2837,51,male,aries
2838,45,female,taurus
2839,45,male,gemini
2840,34,male,libra
2841,32,nb,pisces
2842,47,female,sagittarius
2843,49,male,aquarius
2844,19,male,taurus
2845,18,male,taurus
2846,35,male,scorpio
2847,35,male,sagittarius
2848,37,male,virgo
2849,39,male,libra
2850,52,female,leo
2851,49,male,pisces
2852,32,female,pisces
2853,32,female,taurus
2854,30,male,aquarius
2855,32,male,aquarius
2856,53,female,gemini
2857,54,female,gemini
2858,50,male,virgo
2859,53,female,cancer
2860,56,male,gemini
2861,60,male,virgo
2862,21,male,sagittarius
2863,18,male,gemini
2864,42,female,libra
2865,42,nb,sagittarius
2866,31,male,cancer
2867,31,female,cancer
2868,26,male,gemini
2869,26,female,capricorn
2870,40,female,leo
2871,40,female,cancer
2872,28,female,aquarius
2873,28,female,taurus
2874,39,female,libra
2875,39,nb,virgo
2876,51,female,taurus
2877,53,female,virgo
2878,41,female,virgo
2879,41,male,cancer
2880,36,female,capricorn
2881,35,female,cancer
2882,21,female,sagittarius
2883,21,male,gemini
2884,43,female,capricorn
2885,43,nb,aquarius
2886,57,female,aries
2887,56,male,aquarius
2888,47,female,cancer
2889,47,female,leo
2890,26,male,libra
2891,26,male,aries
2892,48,male,gemini
2893,45,male,cancer
2894,43,female,capricorn
2895,46,male,scorpio
2896,45,male,aquarius
2897,44,female,cancer
2898,44,male,pisces
2899,44,female,libra
2900,43,male,libra
2901,42,male,pisces
2902,31,male,virgo
2903,28,female,scorpio
2904,59,male,taurus
2905,59,male,leo
2906,23,female,libra
2907,23,female,capricorn
2908,51,male,libra
2909,51,nb,sagittarius
2910,42,female,cancer
2911,43,male,capricorn
2912,40,female,aquarius
2913,40,female,leo
2914,20,female,scorpio
2915,20,male,scorpio
2916,23,female,libra
2917,24,male,sagittarius
2918,21,nb,sagittarius
2919,24,female,sagittarius
2920,51,female,aquarius
2921,51,male,capricorn
2922,40,female,aries
2923,40,male,scorpio
2924,26,female,virgo
2925,28,female,sagittarius
2926,43,female,gemini
2927,43,male,aquarius
2928,25,female,capricorn
2929,25,male,aries
2930,39,male,scorpio
2931,39,male,gemini
2932,35,male,aquarius
2933,36,female,aries
2934,30,female,libra
2935,30,male,taurus
2936,43,male,pisces
2937,43,female,cancer
2938,19,nb,pisces
2939,19,male,gemini
2940,19,nb,leo
2941,18,nb,gemini
2942,18,male,libra
2943,18,female,aquarius
2944,31,male,aries
2945,30,male,sagittarius
2946,43,male,sagittarius
2947,43,male,scorpio
2948,19,male,aries
2949,19,female,aries
2950,45,female,cancer
2951,45,female,leo
2952,49,female,leo
2953,49,female,aquarius
2954,56,male,gemini
2955,52,female,aries
2956,34,male,aquarius
2957,30,female,libra
2958,30,nb,sagittarius
2959,27,male,capricorn
2960,44,female,gemini
2961,45,male,capricorn
2962,46,male,capricorn
2963,46,male,pisces
2964,27,female,taurus
2965,27,female,aquarius
2966,46,male,leo
2967,44,male,libra
2968,49,male,libra
2969,48,female,scorpio
2970,22,female,pisces
2971,20,male,aquarius
2972,29,male,libra
2973,27,male,scorpio
2974,19,male,scorpio
2975,20,female,aries
2976,42,female,aquarius
2977,42,male,sagittarius
2978,24,male,pisces
2979,24,male,gemini
2980,43,female,cancer
2981,43,female,pisces
2982,55,male,libra
2983,55,female,aries
2984,39,male,scorpio
2985,39,female,scorpio
2986,50,female,pisces
2987,51,female,aries
2988,49,female,pisces
2989,53,female,cancer
2990,51,female,aries
2991,51,female,capricorn
2992,43,male,sagittarius
2993,44,female,virgo
2994,51,female,aries
2995,49,nb,sagittarius
2996,53,male,aquarius
2997,53,male,aries
2998,35,female,capricorn
2999,37,female,capricorn
3000,46,female,scorpio
3001,44,female,aries
3002,45,nb,aquarius
3003,45,nb,capricorn
3004,59,female,aquarius
3005,59,female,cancer
3006,30,female,libra
3007,30,male,capricorn
3008,45,male,capricorn
3009,46,male,cancer
3010,32,male,aries
3011,30,female,gemini
3012,44,female,virgo
3013,44,male,libra
3014,53,female,sagittarius
3015,53,male,aquarius
3016,40,male,gemini
3017,40,female,scorpio
3018,38,nb,aries
3019,38,male,taurus
3020,44,nb,sagittarius
3021,48,female,aquarius
3022,20,male,libra
3023,22,male,libra
3024,43,female,libra
3025,43,nb,libra
3026,43,female,leo
3027,43,female,taurus
3028,54,male,capricorn
3029,53,male,sagittarius
3030,49,female,aquarius
3031,49,male,leo
3032,35,male,pisces
3033,37,male,pisces
3034,28,male,cancer
3035,29,male,pisces
3036,19,female,taurus
3037,18,female,gemini
3038,48,male,aries
3039,48,female,aquarius
3040,23,male,scorpio
3041,23,male,pisces
3042,20,male,libra
3043,22,male,scorpio
3044,41,nb,capricorn
3045,37,female,virgo
3046,44,female,aries
3047,47,female,capricorn
3048,28,female,capricorn
3049,30,female,virgo
3050,42,male,taurus
3051,41,female,gemini
3052,21,female,libra
3053,19,male,cancer
3054,30,male,taurus
3055,31,male,virgo
3056,20,nb,pisces
3057,23,male,gemini
3058,36,female,aquarius
3059,36,male,taurus
3060,49,female,capricorn
3061,51,female,gemini
3062,44,male,sagittarius
3063,42,nb,taurus
3064,21,male,aquarius
3065,20,male,cancer
3066,50,female,virgo
3067,50,male,libra
3068,39,female,scorpio
3069,40,female,cancer
3070,53,male,capricorn
3071,54,male,cancer
3072,46,female,cancer
3073,47,male,pisces
3074,39,female,sagittarius
3075,40,male,virgo
3076,29,female,taurus
3077,29,female,libra
3078,59,male,gemini
3079,61,nb,pisces
3080,18,male,sagittarius
3081,18,female,leo
3082,20,female,aquarius
3083,20,male,aries
3084,21,female,cancer
3085,20,female,sagittarius
3086,24,female,sagittarius
3087,24,male,libra
3088,45,male,cancer
3089,45,female,gemini
3090,43,female,sagittarius
3091,46,male,leo
3092,22,female,gemini
3093,23,female,capricorn
3094,43,female,leo
3095,46,male,taurus
3096,33,female,pisces
3097,35,female,virgo
3098,37,female,aries
3099,39,nb,pisces
3100,37,male,cancer
3101,37,female,taurus
3102,52,female,cancer
3103,51,female,virgo
3104,38,male,pisces
3105,38,male,pisces
3106,25,nb,gemini
3107,25,male,pisces
3108,51,female,aquarius
3109,51,male,sagittarius
3110,43,male,scorpio
3111,40,male,aries
3112,45,female,aries
3113,45,female,cancer
3114,29,female,aries
3115,30,female,capricorn
3116,55,female,scorpio
3117,53,male,virgo
3118,44,female,cancer
3119,44,female,leo
3120,39,female,scorpio
3121,40,male,libra
3122,48,female,aries
3123,47,male,sagittarius
3124,25,female,taurus
3125,23,male,capricorn
3126,20,male,capricorn
3127,20,female,scorpio
3128,51,male,libra
3129,48,female,aries
3130,42,male,leo
3131,40,male,taurus
3132,54,male,virgo
3133,54,male,aries
3134,46,male,aries
3135,46,female,taurus
3136,58,nb,taurus
3137,55,male,scorpio
3138,22,female,aquarius
3139,22,male,capricorn
3140,19,female,aries
3141,19,female,sagittarius
3142,37,male,sagittarius
3143,37,female,capricorn
3144,36,male,aries
3145,36,female,aquarius
3146,52,female,cancer
3147,51,female,virgo
3148,25,female,virgo
3149,26,male,gemini
3150,37,male,leo
3151,36,nb,gemini
3152,53,male,aries
3153,52,nb,capricorn
3154,18,male,taurus
3155,18,male,capricorn
3156,32,male,sagittarius
3157,33,male,leo
3158,47,female,pisces
3159,47,female,sagittarius
3160,44,female,capricorn
3161,45,female,scorpio
3162,25,female,capricorn
3163,25,male,scorpio
3164,29,female,virgo
3165,30,male,libra
3166,58,female,cancer
3167,62,female,taurus
3168,32,male,gemini
3169,32,female,leo
3170,31,male,aquarius
3171,27,female,libra
3172,46,male,libra
3173,50,nb,capricorn
3174,52,female,scorpio
3175,53,nb,capricorn
3176,34,nb,cancer
3177,35,female,virgo
3178,49,female,scorpio
3179,48,female,capricorn
3180,19,nb,cancer
3181,21,male,aries
3182,52,female,libra
3183,50,male,pisces
3184,48,male,scorpio
3185,52,female,sagittarius
3186,38,female,cancer
3187,38,male,leo
3188,53,male,aquarius
3189,53,female,leo
3190,59,male,taurus
3191,60,female,cancer
3192,47,female,scorpio
3193,46,male,cancer
3194,45,male,sagittarius
3195,45,male,taurus
3196,46,male,cancer
3197,44,male,capricorn
3198,43,male,capricorn
3199,39,nb,taurus
3200,39,male,aquarius
3201,40,nb,leo
3202,56,female,gemini
3203,54,female,virgo
3204,45,female,pisces
3205,47,female,taurus
3206,56,female,taurus
3207,56,nb,taurus
3208,59,female,taurus
3209,58,female,scorpio
3210,32,male,aries
3211,32,male,pisces
3212,27,nb,scorpio
3213,25,male,taurus
3214,57,male,leo
3215,59,female,aquarius
3216,43,female,gemini
3217,42,female,aries
3218,21,male,gemini
3219,20,female,leo
3220,46,male,sagittarius
3221,45,male,virgo
3222,18,male,scorpio
3223,19,male,capricorn
3224,57,female,cancer
3225,56,female,gemini
3226,38,nb,taurus
3227,38,male,sagittarius
3228,48,nb,virgo
3229,48,male,cancer
3230,53,female,capricorn
3231,52,male,aquarius
3232,51,male,pisces
3233,53,female,cancer
3234,59,nb,leo
3235,59,female,virgo
3236,49,male,virgo
3237,45,female,taurus
3238,52,male,libra
3239,51,female,cancer
3240,52,male,leo
3241,52,female,cancer
3242,37,male,leo
3243,37,female,virgo
3244,33,male,aries
3245,33,male,capricorn
3246,44,female,libra
3247,41,male,aquarius
3248,31,male,virgo
3249,35,male,pisces
3250,50,male,sagittarius
3251,51,female,capricorn
3252,23,male,aries
3253,22,male,capricorn
3254,26,female,aries
3255,26,male,sagittarius
3256,46,male,gemini
3257,48,female,virgo
3258,18,male,libra
3259,21,male,scorpio
3260,56,male,taurus
3261,56,male,gemini
3262,58,male,virgo
3263,60,male,sagittarius
3264,34,female,gemini
3265,34,male,aries
3266,19,female,capricorn
3267,20,female,taurus
3268,38,female,pisces
3269,36,male,aquarius
3270,58,male,leo
3271,62,female,pisces
3272,34,nb,taurus
3273,32,female,gemini
3274,42,male,leo
3275,42,female,pisces
3276,29,nb,taurus
3277,31,female,aries
3278,30,female,capricorn
3279,27,female,aquarius
3280,52,female,scorpio
3281,50,male,aquarius
3282,52,male,gemini
3283,51,male,aries
3284,32,male,scorpio
3285,32,male,aries
3286,35,male,virgo
3287,38,female,sagittarius
3288,44,male,leo
3289,46,female,cancer
3290,50,nb,cancer
3291,54,male,leo
3292,22,nb,capricorn
3293,20,female,virgo
3294,57,male,aries
3295,57,nb,aries
3296,42,male,aquarius
3297,38,male,capricorn
3298,22,female,aries
3299,23,male,leo
3300,21,male,capricorn
3301,22,male,pisces
3302,34,female,scorpio
3303,34,male,scorpio
3304,20,female,leo
3305,22,female,virgo
3306,24,nb,aries
3307,24,male,cancer
3308,18,female,scorpio
3309,18,male,gemini
3310,56,male,libra
3311,54,female,capricorn
3312,23,female,capricorn
3313,22,male,pisces
3314,51,female,libra
3315,51,female,sagittarius
3316,54,female,virgo
3317,54,female,libra
3318,33,male,sagittarius
3319,36,male,virgo
3320,49,female,libra
3321,50,female,taurus
3322,43,male,scorpio
3323,43,male,gemini
3324,46,male,libra
3325,46,male,scorpio
3326,31,male,aries
3327,28,female,virgo
3328,56,female,gemini
3329,57,female,scorpio
3330,29,male,pisces
3331,28,male,virgo
3332,37,female,taurus
3333,39,male,scorpio
3334,34,female,pisces
3335,33,female,scorpio
3336,46,female,sagittarius
3337,45,male,pisces
3338,42,male,pisces
3339,43,female,aries
3340,18,female,aquarius
3341,20,female,taurus
3342,33,nb,cancer
3343,34,nb,libra
3344,28,male,gemini
3345,27,female,gemini
3346,28,male,pisces
3347,27,female,scorpio
3348,40,male,leo
3349,41,male,libra
3350,44,female,leo
3351,41,female,taurus
3352,37,male,libra
3353,38,female,sagittarius
3354,21,female,virgo
3355,24,male,leo
3356,29,male,cancer
3357,28,female,aries
3358,33,female,libra
3359,33,female,scorpio
3360,38,male,libra
3361,38,female,aries
3362,46,nb,gemini
3363,46,male,cancer
3364,49,male,pisces
3365,52,male,pisces
3366,49,female,cancer
3367,49,female,gemini
3368,30,male,virgo
3369,30,nb,taurus
3370,52,female,aries
3371,52,male,aries
3372,29,female,capricorn
3373,29,male,cancer
3374,31,female,gemini
3375,30,female,pisces
3376,54,female,libra
3377,55,male,pisces
3378,55,female,aquarius
3379,54,male,aries
3380,28,female,scorpio
3381,28,male,libra
3382,36,male,cancer
3383,36,male,cancer
3384,37,male,libra
3385,35,male,leo
3386,50,male,aries
3387,50,female,taurus
3388,31,male,virgo
3389,29,male,pisces
3390,42,female,cancer
3391,42,nb,aries
3392,42,female,pisces
3393,44,female,virgo
3394,42,female,taurus
3395,42,female,pisces
3396,18,female,libra
3397,20,nb,scorpio
3398,42,female,pisces
3399,42,male,aquarius
3400,26,female,scorpio
3401,25,nb,aries
3402,38,nb,virgo
3403,36,female,sagittarius
3404,47,female,leo
3405,44,female,taurus
3406,18,male,aries
3407,21,male,aries
3408,39,female,taurus
3409,39,nb,leo
3410,41,male,aries
3411,43,male,pisces
3412,52,female,sagittarius
3413,52,female,taurus
3414,29,male,gemini
3415,31,male,gemini
3416,41,female,aries
3417,41,female,gemini
3418,50,male,aquarius
3419,49,female,virgo
3420,39,male,libra
3421,40,female,aries
3422,30,female,taurus
3423,30,male,capricorn
3424,34,female,cancer
3425,32,female,capricorn
3426,48,male,aries
3427,48,female,scorpio
3428,39,male,pisces
3429,42,female,cancer
3430,52,female,aries
3431,56,male,cancer
3432,32,female,aquarius
3433,30,nb,aries
3434,57,nb,cancer
3435,55,male,capricorn
3436,40,male,libra
3437,39,female,capricorn
3438,49,male,cancer
3439,47,male,pisces
3440,29,female,virgo
3441,31,female,aquarius
3442,20,female,scorpio
3443,19,female,virgo
3444,37,male,taurus
3445,35,male,aries
3446,50,female,gemini
3447,48,female,aries
